sku,handle,title,vendor,product_type,min_price,max_price,avg_price,currency,url,description,tags,created_at,updated_at,published_at
,dice-set-rainbow-transparent-layered-resin,Rainbow Transparent Dice,Sirius Dice,Polyhedral Dice Set,19.99,19.99,19.99,,https://siriusdice.com/products/dice-set-rainbow-transparent-layered-resin,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice. Show your LGBT pride during Pride Month or all year long! Style: Rainbow Transparent Layered Resin","Dice, polyhedral dice, polyhedral dice set, pride dice, Rainbow, rainbow dice",2021-01-20T18:40:37-05:00,2025-08-08T14:57:22-04:00,2021-01-20T18:40:37-05:00
,dungeons-dragons-adventure-dice-sorcerer-orange-sirius-dice,Dungeons & Dragons Adventure Dice - Sorcerer: Orange | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-sorcerer-orange-sirius-dice,"Tap into your innate magic with the officially licensed Dungeons & Dragons Adventure Dice Set for Sorcerers. This fiery orange set reflects the raw, untamed power of the Sorcerer, with dice tailored for casting powerful spells and bending magic to your will. Whether you're unleashing a torrent of arcane energy or manipulating the forces of nature, these dice will magnify your Sorcerer’s innate abilities with every roll.





Product Features:

Every Dice Needed:


The Sorcerer set includes 16 dice

1 x d4 | 3 x d6 | 4 x d8 | 4 x d10 | 1 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T17:04:44-04:00,2025-08-08T14:57:44-04:00,2024-09-20T17:07:30-04:00
,dungeons-dragons-adventure-dice-legend-of-drizzt-sirius-dice,Dungeons & Dragons Adventure Dice - Legend of Drizzt | Sirius Dice,Sirius Dice,Polyhedral Dice Set,15.99,15.99,15.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-legend-of-drizzt-sirius-dice,"Embark on epic adventures with the officially licensed Dungeons & Dragons Adventure Dice Set - Legend of Drizzt. This set is inspired by the legendary drow ranger Drizzt Do'Urden, featuring dice that capture the essence of his agility, combat prowess, and unyielding spirit. Whether you're battling foes in the Underdark or exploring the surface world, these dice will be your perfect companion, bringing the Legend of Drizzt to life in every campaign.







Product Features:

Every Dice Needed:


The Legend of Drizzt set includes 16 dice

1 x d4 | 1 x d6 | 1 x d8 | 1 x d10 | 1 x d12 | 1 x d% | 1 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T17:15:30-04:00,2025-08-08T14:57:44-04:00,2024-09-20T17:18:54-04:00
,stranger-things-mini-dice-cup-demogorgon,Stranger Things Mini Dice Cup - Demogorgon,Sirius Dice,,,,,,https://siriusdice.com/products/stranger-things-mini-dice-cup-demogorgon,,,2025-07-30T20:43:42-04:00,2025-08-08T14:57:45-04:00,2025-07-30T20:43:44-04:00
,dice-set-pink-clear-black-resin,"Pink, Clear, Black Resin Dice Set",Sirius Dice,Polyhedral Dice Set,15.99,15.99,15.99,,https://siriusdice.com/products/dice-set-pink-clear-black-resin,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.  Style: Pink, Clear, Black Resin","Black, Clear, Dice, Pink, Red, red white and black dice",2021-01-20T18:40:38-05:00,2025-08-08T14:57:23-04:00,2021-01-20T18:40:38-05:00
,dice-set-white-cloud-pink-ink,White cloud + Pink Ink Dice Set,Sirius Dice,Polyhedral Dice Set,9.99,9.99,9.99,,https://siriusdice.com/products/dice-set-white-cloud-pink-ink,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.  Style: White cloud + Pink Ink","Cloud, Dice, Pink, pink dice, pink dice set, white",2021-01-20T18:40:41-05:00,2025-08-08T14:57:23-04:00,2021-01-20T18:40:41-05:00
,pre-order-dungeons-dragons-pride-unlimited,Dungeons & Dragons Pride Dice Set [Round Edge] | Sirius Dice,Polyhedral Dice Set,Dice Sets,19.99,19.99,19.99,,https://siriusdice.com/products/pre-order-dungeons-dragons-pride-unlimited,"Click here to buy directly from Progress Initiative!

The D&D Pride Dice Set is a vibrant and meaningful addition to any tabletop gaming collection. Featuring a clear design with rainbow-colored ink, each number is uniquely color-matched to represent the spectrum of Pride. Every die in the set includes an embedded mini Progress Pride Flag, a symbol of diversity, unity, and representation.
This set is a round-edged version of the limited-edition sharp-edged set released by Sirius Dice in June 2024, which was previously available exclusively at SiriusDice.com. Now, for the first time, this stunning set will be widely available in Friendly Local Game Stores.

KEY FEATURES

Officially licensed D&D dice

Dice designed by Daniel Quasar, creator of the Progress Pride Flag


Clear dice with rainbow-colored ink on each number


Each die includes a mini Progress Pride Flag as an inclusion


Round-edged design (a follow-up to the 2024 sharp-edged set)


 Supports a great cause: $5 per set will be donated to The Trevor Project, helping LGBTQ+ youth in crisis


WHY THIS DICE SET MATTERS


A Celebration of Pride & Inclusivity: This set brings visibility and representation to the gaming community.


More Accessible Than Ever: Unlike the previous sharp-edged set, this round-edged edition will be available in local game stores nationwide.


Supporting LGBTQ+ Youth: A portion of each sale goes directly to The Trevor Project, providing life-saving crisis intervention and mental health support for LGBTQ+ youth.","Dice, dungeons and dragons, dungeons and dragons dice, polyhedral dice, polyhedral dice set, pride dice",2025-03-27T12:10:43-04:00,2025-08-08T14:57:45-04:00,2025-04-16T10:25:17-04:00
,dice-set-green-blue-translucent,Green + Blue Dice Set,Sirius Dice,Polyhedral Dice Set,15.99,15.99,15.99,,https://siriusdice.com/products/dice-set-green-blue-translucent,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice. Style: Green + Blue Translucent. Green dice set.","Layered, rpg dice",2021-01-20T18:40:40-05:00,2025-08-08T14:57:23-04:00,2021-01-20T18:40:40-05:00
,dice-set-soild-black-gold-ink,Solid Black + Gold ink Dice Set,Sirius Dice,Polyhedral Dice Set,5.99,5.99,5.99,,https://siriusdice.com/products/dice-set-soild-black-gold-ink,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.  Style: Soild Black + Gold ink","Black, black and gold dice, cheap dice sets",2021-01-20T18:40:39-05:00,2025-08-08T14:57:23-04:00,2021-01-20T18:40:39-05:00
,dice-set-northern-lights,Northern Lights Dice Set,Polyhedral Dice Set,Dice Sets,15.99,15.99,15.99,,https://siriusdice.com/products/dice-set-northern-lights,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.  Style: Northern Lights","blue dice, Dice, green, Layered, Purple",2021-01-20T18:40:42-05:00,2025-08-08T14:57:23-04:00,2021-01-20T18:40:42-05:00
,dice-set-tahitian-sunset,Tahitian Sunset Dice Set,Sirius Dice,Polyhedral Dice Set,15.99,15.99,15.99,,https://siriusdice.com/products/dice-set-tahitian-sunset,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.  Style: Tahitian Sunset","Dice, Layered, Orange, Pink, Purple, Yellow",2021-01-20T18:40:42-05:00,2025-08-08T14:57:23-04:00,2023-08-21T18:38:42-04:00
